,Region,Section,Alignment
30,Quartile 2,1,0.7712154614294268
31,Quartile 2,10,0.7306641898014444
32,Quartile 2,11,0.8582682512314604
33,Quartile 2,12,0.7521332975989609
34,Quartile 2,13,0.8200783592940468
35,Quartile 2,2,0.7353195875368572
36,Quartile 2,3,0.6483536533953488
37,Quartile 2,4,0.8635993540004618
38,Quartile 2,5,0.7936115926744433
39,Quartile 2,6,0.7205950514023307
40,Quartile 2,7,0.7088931123739619
41,Quartile 2,8,0.8364534551923851
42,Quartile 2,9,0.8264105343128431
43,Quartile 2,AllQuestions,0.7501950930714085
44,Quartile 2,SectionsAvg,0.7742766077110746
