,Region,Section,Alignment
45,Quartile 3,1,0.7369238493928604
46,Quartile 3,10,0.7140008118956783
47,Quartile 3,11,0.6390268035874332
48,Quartile 3,12,0.7833751917305158
49,Quartile 3,13,0.7783144731292869
50,Quartile 3,2,0.7819690215131851
51,Quartile 3,3,0.7038347498604053
52,Quartile 3,4,0.790400851675139
53,Quartile 3,5,0.7925508778240316
54,Quartile 3,6,0.8471092274918718
55,Quartile 3,7,0.7703099874110955
56,Quartile 3,8,0.888363565095644
57,Quartile 3,9,0.795952462693964
58,Quartile 3,AllQuestions,0.7480518330675031
59,Quartile 3,SectionsAvg,0.7709332210231624
